OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
14861,Indian Ocean,Bay of Bengal,,Ekman dredge,207.5,pieces kg-1 d.w.,>200,Very High,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.34364,91.869161,1/1/2020 12:00:00 AM,9c3f3e6e-6b50-4f7e-bcb8-79aebc48a0d7,91.8691610000001,22.3436400000001
21994,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,270,pieces kg-1 d.w.,>200,Very High,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.816639,78.166639,1/5/2021 12:00:00 AM,b5e5eb9f-09f5-4b84-871a-e5c4a55feaf9,78.166639,8.81663900000007
22000,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,286,pieces kg-1 d.w.,>200,Very High,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.816639,78.166639,7/5/2021 12:00:00 AM,ad301f2c-1d01-4cbd-bb98-85435c9c0bc2,78.166639,8.81663900000007
21974,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,7.33,pieces kg-1 d.w.,2-20,Low,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,9.0765,78.3651,5/3/2021 12:00:00 AM,984a811d-0a60-4d32-981b-55f6c802bf19,78.3651,9.07650000000007
14792,Atlantic Ocean,,,Remotely operated vehicle,0,pieces kg-1 d.w.,0-2,Very Low,Nash et al. 2023,"Nash, R., H. Joyce, E. Pagter, J. Frias, J. Guinan, L. Healy, F. Kavanagh, M. Deegan, D. O’Sullivan. 2023. Deep Sea Microplastic Pollution Extends Out to Sediments in the Northeast Atlantic Ocean Margins. Environmental Science and Technology, 57, 201−213. https://doi.org/10.1021/acs.est.2c05926",https://doi.org/10.1021/acs.est.2c05926,"Atlantic Technological University, Galway, Ireland",RV Celtic Explorer; ROV; Ocean Margin,277496,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277496,49.84385,-11.715989,8/13/2019 12:00:00 AM,1b51c06d-2f41-4267-b8fa-38731d22efef,-11.715989,49.84385
22037,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,1.33,pieces kg-1 d.w.,0-2,Very Low,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.493267,78.127822,8/8/2021 12:00:00 AM,b3eac618-d1f1-4537-82d1-9ca2ae26d6ca,78.127822,8.49326700000006
21980,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,132,pieces kg-1 d.w.,20-150,Medium,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,9.0765,78.3651,11/3/2021 12:00:00 AM,c5f40961-c762-40cc-a451-78c91cda59b0,78.3651,9.07650000000007
22323,Atlantic Ocean,,,Petite Ponar benthic grab,56.666667,pieces kg-1 d.w.,20-150,Medium,Rodrigues et al. 2022,"Rodrigues, D., J. Antunes, J. Pais, J. Pequeno, P.S. Caetano, F. Rocha, P. Sobral, M.H. Costa. 2022. Distribution patterns of microplastics in subtidal sediments from the Sado river estuary and the Arrábida marine park, Portugal. Frontiers in Environmental Science 10, 998513. https://doi.org/10.3389/fenvs.2022.998513",https://doi.org/10.3389/fenvs.2022.998513,"NOVA University Lisbon, Caparica, Portugal","Arrábida, Portugal",279326,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:279326,38.46124,-8.99428,12/6/2018 12:00:00 AM,9bfe9c24-0b22-4e6c-a248-ef8a4184a0de,-8.99427999999995,38.46124
14849,Indian Ocean,Bay of Bengal,,Ekman dredge,255,pieces kg-1 d.w.,>200,Very High,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.326398,91.854782,9/7/2019 12:00:00 AM,f868f613-fe3c-4051-a745-85fcd461848a,91.8547820000001,22.326398
14855,Indian Ocean,Bay of Bengal,,Ekman dredge,167.5,pieces kg-1 d.w.,150-200,High,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.378371,91.880612,1/1/2020 12:00:00 AM,11071138-3ba2-4593-961d-9dbbd850d04c,91.880612,22.3783710000001
21988,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,17.3,pieces kg-1 d.w.,2-20,Low,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.857922,78.167117,7/4/2021 12:00:00 AM,6f1d9b6f-f4bb-4676-b258-3722a9ef1894,78.1671170000001,8.85792200000003
21739,Pacific Ocean,East China Sea,,Sediment grab sampler,125,pieces kg-1 d.w.,20-150,Medium,Qu et al. 2022,"Qu, J., P. Wu, G. Pan, J. Li, H. Jin. 2022. Microplastics in Seawater, Sediment, and Organisms from Hangzhou Bay. Marine Pollution Bulletin 181, 113940. https://doi.org/10.1016/j.marpolbul.2022.113940.",https://doi.org/10.1016/j.marpolbul.2022.113940,"Zhejiang University of Technology, China",Hangzhou Bay,280922,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280922,30.28,120.84,9/11/2020 12:00:00 AM,2b6da24f-d94e-4fdb-9582-652dea80077e,120.84,30.28
22329,Atlantic Ocean,,,Petite Ponar benthic grab,60,pieces kg-1 d.w.,20-150,Medium,Rodrigues et al. 2022,"Rodrigues, D., J. Antunes, J. Pais, J. Pequeno, P.S. Caetano, F. Rocha, P. Sobral, M.H. Costa. 2022. Distribution patterns of microplastics in subtidal sediments from the Sado river estuary and the Arrábida marine park, Portugal. Frontiers in Environmental Science 10, 998513. https://doi.org/10.3389/fenvs.2022.998513",https://doi.org/10.3389/fenvs.2022.998513,"NOVA University Lisbon, Caparica, Portugal","Arrábida, Portugal",279326,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:279326,38.46124,-8.99428,1/16/2019 12:00:00 AM,55a60fc7-f0a0-4598-94f7-4b526d4fe4e4,-8.99427999999995,38.46124
21748,Pacific Ocean,East China Sea,,Sediment grab sampler,147,pieces kg-1 d.w.,20-150,Medium,Qu et al. 2022,"Qu, J., P. Wu, G. Pan, J. Li, H. Jin. 2022. Microplastics in Seawater, Sediment, and Organisms from Hangzhou Bay. Marine Pollution Bulletin 181, 113940. https://doi.org/10.1016/j.marpolbul.2022.113940.",https://doi.org/10.1016/j.marpolbul.2022.113940,"Zhejiang University of Technology, China",Hangzhou Bay,280922,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280922,30.69,121.43,9/15/2020 12:00:00 AM,ef9756b2-687a-4514-a0e5-a5d4eda38375,121.43,30.6900000000001
14872,Indian Ocean,Bay of Bengal,,Ekman dredge,80,pieces kg-1 d.w.,20-150,Medium,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.378371,91.880612,3/14/2020 12:00:00 AM,a3042554-189a-4a0b-9fd6-c8e60e6aec8d,91.880612,22.3783710000001
22320,Atlantic Ocean,,,Petite Ponar benthic grab,40,pieces kg-1 d.w.,20-150,Medium,Rodrigues et al. 2022,"Rodrigues, D., J. Antunes, J. Pais, J. Pequeno, P.S. Caetano, F. Rocha, P. Sobral, M.H. Costa. 2022. Distribution patterns of microplastics in subtidal sediments from the Sado river estuary and the Arrábida marine park, Portugal. Frontiers in Environmental Science 10, 998513. https://doi.org/10.3389/fenvs.2022.998513",https://doi.org/10.3389/fenvs.2022.998513,"NOVA University Lisbon, Caparica, Portugal","Arrábida, Portugal",279326,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:279326,38.42905,-9.14605,11/3/2018 12:00:00 AM,bf8d06bd-f913-4433-9707-3bd0dc27536c,-9.14604999999995,38.4290500000001
14795,Atlantic Ocean,,,Remotely operated vehicle,10,pieces kg-1 d.w.,2-20,Low,Nash et al. 2023,"Nash, R., H. Joyce, E. Pagter, J. Frias, J. Guinan, L. Healy, F. Kavanagh, M. Deegan, D. O’Sullivan. 2023. Deep Sea Microplastic Pollution Extends Out to Sediments in the Northeast Atlantic Ocean Margins. Environmental Science and Technology, 57, 201−213. https://doi.org/10.1021/acs.est.2c05926",https://doi.org/10.1021/acs.est.2c05926,"Atlantic Technological University, Galway, Ireland",RV Celtic Explorer; ROV; Ocean Margin,277496,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277496,51.305486,-11.614831,8/8/2019 12:00:00 AM,c384a000-ae93-4160-87d9-a7b4f1ca7905,-11.614831,51.305486
14818,Atlantic Ocean,,,Remotely operated vehicle,5,pieces kg-1 d.w.,2-20,Low,Nash et al. 2023,"Nash, R., H. Joyce, E. Pagter, J. Frias, J. Guinan, L. Healy, F. Kavanagh, M. Deegan, D. O’Sullivan. 2023. Deep Sea Microplastic Pollution Extends Out to Sediments in the Northeast Atlantic Ocean Margins. Environmental Science and Technology, 57, 201−213. https://doi.org/10.1021/acs.est.2c05926",https://doi.org/10.1021/acs.est.2c05926,"Atlantic Technological University, Galway, Ireland",RV Celtic Explorer; ROV; Ocean Margin,277496,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277496,51.500171,-13.027947,8/16/2019 12:00:00 AM,dd127498-2cca-4c22-99e5-945911b44a18,-13.0279469999999,51.5001710000001
14841,Indian Ocean,Bay of Bengal,,Ekman dredge,17.5,pieces kg-1 d.w.,2-20,Low,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.378371,91.880612,9/7/2019 12:00:00 AM,fd2b13da-3d8c-46ef-8550-9f1e414c7cd0,91.880612,22.3783710000001
22312,Atlantic Ocean,,,Petite Ponar benthic grab,73.333333,pieces kg-1 d.w.,20-150,Medium,Rodrigues et al. 2022,"Rodrigues, D., J. Antunes, J. Pais, J. Pequeno, P.S. Caetano, F. Rocha, P. Sobral, M.H. Costa. 2022. Distribution patterns of microplastics in subtidal sediments from the Sado river estuary and the Arrábida marine park, Portugal. Frontiers in Environmental Science 10, 998513. https://doi.org/10.3389/fenvs.2022.998513",https://doi.org/10.3389/fenvs.2022.998513,"NOVA University Lisbon, Caparica, Portugal","Arrábida, Portugal",279326,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:279326,38.44652,-9.04146,10/3/2018 12:00:00 AM,ef318946-4f31-43b7-97e7-5507fd6f1e91,-9.04145999999997,38.4465200000001
22011,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,37.3,pieces kg-1 d.w.,20-150,Medium,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.744239,78.170497,6/6/2021 12:00:00 AM,4648488b-8ebe-43bd-9eb5-5382b3ead118,78.1704970000001,8.74423900000005
14832,Atlantic Ocean,Irish Sea and St. George's Channel,,Day grab,54.9,pieces kg-1 d.w.,20-150,Medium,Joyce et al. 2022,"Joyce, H., J. Frias, F. Kavanagh, R. Lynch, E. Pagter, J. White, R. Nash. 2022. Plastics, prawns, and patterns: Microplastic loadings in Nephrops norvegicus and surrounding habitat in the North East Atlantic. Science of the Total Environment 826, 154036. https://doi.org/10.1016/j.scitotenv.2022.154036",https://doi.org/10.1016/j.scitotenv.2022.154036,"Galway-Mayo Institute of Technology, Galway, Ireland",Ireland; Fishing ground,277497,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277497,54.06828,-5.50592,11/25/2020 12:00:00 AM,f38647e5-fa83-4626-8e09-f524adf55096,-5.50591999999995,54.0682800000001
22306,Atlantic Ocean,,,Petite Ponar benthic grab,53.333333,pieces kg-1 d.w.,20-150,Medium,Rodrigues et al. 2022,"Rodrigues, D., J. Antunes, J. Pais, J. Pequeno, P.S. Caetano, F. Rocha, P. Sobral, M.H. Costa. 2022. Distribution patterns of microplastics in subtidal sediments from the Sado river estuary and the Arrábida marine park, Portugal. Frontiers in Environmental Science 10, 998513. https://doi.org/10.3389/fenvs.2022.998513",https://doi.org/10.3389/fenvs.2022.998513,"NOVA University Lisbon, Caparica, Portugal","Arrábida, Portugal",279326,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:279326,38.44652,-9.04146,8/22/2018 12:00:00 AM,ff1a333b-1cd0-4fb5-8854-b54d51f8841c,-9.04145999999997,38.4465200000001
22303,Atlantic Ocean,,,Petite Ponar benthic grab,360,pieces kg-1 d.w.,>200,Very High,Rodrigues et al. 2022,"Rodrigues, D., J. Antunes, J. Pais, J. Pequeno, P.S. Caetano, F. Rocha, P. Sobral, M.H. Costa. 2022. Distribution patterns of microplastics in subtidal sediments from the Sado river estuary and the Arrábida marine park, Portugal. Frontiers in Environmental Science 10, 998513. https://doi.org/10.3389/fenvs.2022.998513",https://doi.org/10.3389/fenvs.2022.998513,"NOVA University Lisbon, Caparica, Portugal","Arrábida, Portugal",279326,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:279326,38.5197,-8.89348,8/22/2018 12:00:00 AM,a8d89db0-645a-49c2-9537-dd049d5cf1ac,-8.89347999999995,38.5197000000001
14878,Indian Ocean,Bay of Bengal,,Ekman dredge,50,pieces kg-1 d.w.,20-150,Medium,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.34364,91.869161,3/14/2020 12:00:00 AM,800ca6df-dea5-449b-a086-61fde18c5d3f,91.8691610000001,22.3436400000001
22020,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,33.3,pieces kg-1 d.w.,20-150,Medium,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.634072,78.117547,3/7/2021 12:00:00 AM,8bbf84e0-dfe1-478c-9741-695f8f0bed05,78.1175470000001,8.63407200000006
14858,Indian Ocean,Bay of Bengal,,Ekman dredge,97.5,pieces kg-1 d.w.,20-150,Medium,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.36101,91.874887,1/1/2020 12:00:00 AM,e9766d22-39cf-4797-98a3-c03702c6551b,91.8748870000001,22.3610100000001
14881,Indian Ocean,Bay of Bengal,,Ekman dredge,165,pieces kg-1 d.w.,150-200,High,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.326398,91.854782,3/14/2020 12:00:00 AM,8cdbd4cd-28d3-4dd0-ac09-dbfe52b3f52d,91.8547820000001,22.326398
14809,Atlantic Ocean,Celtic Sea,,Remotely operated vehicle,0,pieces kg-1 d.w.,0-2,Very Low,Nash et al. 2023,"Nash, R., H. Joyce, E. Pagter, J. Frias, J. Guinan, L. Healy, F. Kavanagh, M. Deegan, D. O’Sullivan. 2023. Deep Sea Microplastic Pollution Extends Out to Sediments in the Northeast Atlantic Ocean Margins. Environmental Science and Technology, 57, 201−213. https://doi.org/10.1021/acs.est.2c05926",https://doi.org/10.1021/acs.est.2c05926,"Atlantic Technological University, Galway, Ireland",RV Celtic Explorer; ROV; Ocean Margin,277496,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277496,50.490659,-11.255781,8/12/2019 12:00:00 AM,9011fd21-00cb-481d-84a6-73da9eca7b7d,-11.255781,50.4906590000001
14838,Indian Ocean,Bay of Bengal,,Ekman dredge,10,pieces kg-1 d.w.,2-20,Low,Fatema et al. 2023,"Fatema, K., T. Rahman, M. J. Islam, K. A. Sumon, M. H. Uddin, S. J. Hasan, S. M. A. Kawsar, H. Arakawa, M. M. Haque, H. Rashid. 2023. Microplastics pollution in the river Karnaphuli: a preliminary study on a tidal confluence river in the southeast coast of Bangladesh. Environmental Science and Pollution Research 30, 38853-38868. https://doi.org/10.1007/s11356-022-24998-z",https://doi.org/10.1007/s11356-022-24998-z,Bangladesh Agricultural University,River Karnaphuli; Bangladesh coast,277998,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277998,22.396006,91.887941,9/7/2019 12:00:00 AM,ce748928-ed83-44cf-92f5-ffd23c3dffa4,91.8879410000001,22.3960060000001
14789,Atlantic Ocean,,,Remotely operated vehicle,0,pieces kg-1 d.w.,0-2,Very Low,Nash et al. 2023,"Nash, R., H. Joyce, E. Pagter, J. Frias, J. Guinan, L. Healy, F. Kavanagh, M. Deegan, D. O’Sullivan. 2023. Deep Sea Microplastic Pollution Extends Out to Sediments in the Northeast Atlantic Ocean Margins. Environmental Science and Technology, 57, 201−213. https://doi.org/10.1021/acs.est.2c05926",https://doi.org/10.1021/acs.est.2c05926,"Atlantic Technological University, Galway, Ireland",RV Celtic Explorer; ROV; Ocean Margin,277496,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277496,49.268864,-13.228694,8/7/2019 12:00:00 AM,d87672b8-92d4-497f-8bc5-f32ec8f7ebfa,-13.228694,49.2688640000001
21971,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,4.67,pieces kg-1 d.w.,2-20,Low,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,9.0765,78.3651,2/3/2021 12:00:00 AM,9c9c8eaa-80be-4057-a765-8c962e6ba9ca,78.3651,9.07650000000007
14815,Atlantic Ocean,,,Remotely operated vehicle,9,pieces kg-1 d.w.,2-20,Low,Nash et al. 2023,"Nash, R., H. Joyce, E. Pagter, J. Frias, J. Guinan, L. Healy, F. Kavanagh, M. Deegan, D. O’Sullivan. 2023. Deep Sea Microplastic Pollution Extends Out to Sediments in the Northeast Atlantic Ocean Margins. Environmental Science and Technology, 57, 201−213. https://doi.org/10.1021/acs.est.2c05926",https://doi.org/10.1021/acs.est.2c05926,"Atlantic Technological University, Galway, Ireland",RV Celtic Explorer; ROV; Ocean Margin,277496,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277496,50.872714,-13.540891,8/15/2019 12:00:00 AM,9fa7a515-ae52-4821-a3d5-9db5e9b39597,-13.5408909999999,50.872714
21997,Indian Ocean,Laccadive Sea,Gulf of Mannar,shovel,26,pieces kg-1 d.w.,20-150,Medium,"Keerthika et al., 2022","Keerthika, K., P. Padmavathy, V. Rani, R. Jeyashakila, S. Aanand, R. Kutty. 2022. Spatial, seasonal and ecological risk assessment of microplastics in sediment and surface water along the Thoothukudi, south Tamil Nadu, south east India. Environmental Monitoring and Assessment 194, 820. https://doi.org/10.1007/s10661-022-10468-z",https://doi.org/10.1007/s10661-022-10468-z,"Fisheries College and Research Institute, Thoothukudi, India","Thoothukudi, India",282701,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:282701,8.816639,78.166639,4/5/2021 12:00:00 AM,9f3f7ba4-282f-4c56-9fbe-acfefbb463e5,78.166639,8.81663900000007
